Brand,Name,Description,Category,Subcategory,Availability,Review notes
For Strange Women,Winter Kitty,"A botanical perfume inspired by felines, fireplaces, and snowflakes. This interpretive blend opens with a burst of cold winter air which quickly settles into a deep, comforting base of vetiver, woods, and frankincense. A musky accord sweetened with amber, rose and vanilla create an animalic undertone. The result is the scent of a house cat who went outside for a winter walk and came back with chimney smoke and brisk air lingering in his fur. ",na,na,To trade or sell,0
Black Phoenix,Woman Dragging Her Aroused Lover Across a Bridge,"Sweet amber and rosewood, wet oak beams, smoky vanilla husk, ambrette seed, and hinoki wood.",Lupercalia,Shungas 2018,To trade or sell,0
Black Phoenix,Yerevan,"apricot and pomegranate with deep plum, wild roses, two Middle Eastern pale musks, white orchid, iris and sweet roots.",Wanderlust,na,To trade or sell,0
Black Phoenix,Zephyr,"Lemon, lemon verbena, neroli, white musk, white florals, white sandalwood, China musk, bergamot and a drop of vanilla",Bewitching Brews,na,To trade or sell,0
Black Phoenix,Zephyr,"Lemon, lemon verbena, neroli, white musk, white florals, white sandalwood, China musk, bergamot and a drop of vanilla",Bewitching Brews,na,To trade or sell,0
Black Phoenix,Zip Line,Brown leather and bourbon vanilla with honeyed oudh and cinnamon buns.,Fatherhood,2017,To trade or sell,Sweet is too much
Black Phoenix,Zombi,"Dried roses, rose leaf, Spanish moss, oakmoss and deep brown earth",Ars Moriendi,na,To trade or sell,0
Black Phoenix,Zombi,"Dried roses, rose leaf, Spanish moss, oakmoss and deep brown earth",Ars Moriendi,na,To trade or sell,0
Black Phoenix,Highwayman,"Vetiver with gardenia, blood red rose, night-blooming jasmine, a dash of cinnamon and a faint hint of leather",Bewitching Brews,na,To trade or sell,0
Black Phoenix,Al-Azif,"A sinister, sinuous incense of summoning, a herald and paean to the Primordial Gods of Darkness, Chaos, Madness and Decay. --- Reviews: sweet & dark, incense, dirt. Aging disappears the florals.",A Picnic in Arkham,na,"Willing to part, but keeping otherwise",0
Black Phoenix,Alviss,"Thick, tangled, and strong: ash and oak, elm and pine, reaching down, down, and deeper down into earth.",Neil Gaiman,American Gods III,"Willing to part, but keeping otherwise","Like a delicious, dark, dried yule tree."
Black Phoenix,Bengal,"Skin musk with honey, peppers, clove, cinnamon bark and ginger.",Wanderlust,na,"Willing to part, but keeping otherwise",0
Black Phoenix,The Black Rider,"Black leather, oppoponax, tobacco and black amber",Märchen,Vasilissa the Beautiful,"Willing to part, but keeping otherwise",0
Black Phoenix,Brimstone,"In Hermetic alchemy, brimstone is one of the Three Heavenly Substances, one of the primary alchemical Priciples. It represents the strength of will and the vigor of passion, and it is a symbol of the process of fermentation. A smoky, gritty blend, husky and gray. -- Reviews: woodsmoke, ash, incense",Bewitching Brews,na,"Willing to part, but keeping otherwise",0
Black Phoenix,But Men Loved Darkness Rather Than Light,"cistus, labdanum, ginger, East Indian patchouli, pimento berry, oakmoss, saffron, smoky vanilla, sage, myrrh, and bitter clove.",Yule,2009,"Willing to part, but keeping otherwise",0
Black Phoenix,Come to Me,"A phenomenally powerful attractant. Sexual and commanding in the extreme. --- Reviews: herbal, soap, clean, ginger",Conjure Bag,na,"Willing to part, but keeping otherwise","Nice, inoffensive, clean smell. Wouldn't normally wear, but will keep an imp around for ""uses"" unless someone really wants it"
Black Phoenix,Death Cap,"Reviews: dirt, coconut, wood, vanilla",Rappaccini's Garden,na,"Willing to part, but keeping otherwise","Very subtle/soft; dries up into something possibly a little floral underneath. If the overall scent were stronger I might like it more, but it was like I had to hunt for it on my wrist just after application."
Black Phoenix,Ded Moroz,"Golden amber, white amber, redwood, teak, bois du rose, sage, tree moss, and snow.",Yule,2009,"Willing to part, but keeping otherwise",0
Black Phoenix,Ekhidna,"All the corruptions of the earth: mandrake, dark myrrh, seaweed, swampy moss, black pepper, pimento, opoponax, tobacco absolute, and tarry clove.",Diabolus,na,"Willing to part, but keeping otherwise",0
Black Phoenix,Hinzelmann,"The luck of the tribe: black pine pitch and gouts of blood, darkness and bonfires that cast long shadows.",Neil Gaiman,American Gods III,"Willing to part, but keeping otherwise",Something surpisingly perfumey under the yummy smoke/pine smell. Maybe a bit too incensey.
Black Phoenix,Iago,"sinuous black musk, wet leather and vetiver",Illyria,na,"Willing to part, but keeping otherwise",0
Black Phoenix,The Lights of Men's Lives,"The wax and smoke of millions upon millions of candles illuminating the walls of Death's shadowy cave: some tall, straight, and strong, blazing with the fire of life, others dim and guttering. -- Reviews: vanilla, beeswax, skin musk",Märchen,Godfather Death,"Willing to part, but keeping otherwise","In bottle, smells maybe like a holy grail scent, reminiscent of O; goes on a lot sweeter than O---almost too sweet, though it calms down fairly quickly. Dries down/mellows into something very close to O, almost indistinguishable. I love O unreservedly from the moment it goes on, however, so as long as it is available, this one feels redundant and slightly inferior."
Black Phoenix,Morocco (fka Old Morocco),"Arabian spices wind through a blend of warm musk, carnation, red sandalwood and cassia.",Wanderlust,na,"Willing to part, but keeping otherwise",0
Black Phoenix,Morocco (fka Old Morocco),"Arabian spices wind through a blend of warm musk, carnation, red sandalwood and cassia.",Wanderlust,na,"Willing to part, but keeping otherwise",0
Black Phoenix,The Red Rider,"Red leather, red moss, and balsam",Märchen,Vasilissa the Beautiful,"Willing to part, but keeping otherwise",0
Black Phoenix,Sloth,"Thick, dark, sluggish and heavy with indolence: vetiver over black myrrh.",Sin & Salvation,Seven Deadly Sins,"Willing to part, but keeping otherwise",0
Black Phoenix,Snake's Kiss,"Snake Oil with sugar, honeycomb, and thick vanilla cream.",Lupercalia,2018,"Willing to part, but keeping otherwise","Like with Womb Furie, I can't really tell the difference between this and regular old Snake Oil. "
Black Phoenix,Spinning On Graves,"Dorian and lavender mist, crushed grass, cypress leaf, and a drop of clove.",Fatherhood,2017,"Willing to part, but keeping otherwise","Wet: fresh, lemony grass. Subtle. Quite nice, but probably never going to be a top fave."
Black Phoenix,Stillness,"White pine, palmarosa, Roman chamomile, patchouli, and lavender.",Gifts with donation or purchase,na,"Willing to part, but keeping otherwise",0
Black Phoenix,Thorns,"Thorn-spiked vines, blood, and tears. -- Reviews: wood, vetiver, dragon's blood, ashes",Märchen,Rapunzel,"Willing to part, but keeping otherwise","wet: not super exciting, but begins to settle into something dark and vegetal by the sea."
Black Phoenix,Voodoo,"myrrh, patchouli, vetiver, lime, vanilla, pine, almond and clove",Bewitching Brews,na,"Willing to part, but keeping otherwise",0
Black Phoenix,Womb Furie (2018),An itch that needs to be scratched: Snake Oil and three types of honey.,Lupercalia,2018,"Willing to part, but keeping otherwise","2018/03/17: This pretty much just smells like Snake Oil to me. Nice, but not worth the extra fuss"
Black Phoenix,Zombi,"Dried roses, rose leaf, Spanish moss, oakmoss and deep brown earth",Ars Moriendi,na,"Willing to part, but keeping otherwise",0
Black Phoenix,13 (May 2016),"This 13 is a blend of blackened cacao and thirteen sacred oils: Siamese red benzoin, olibanum, black copal, fossilized amber oil, sweet myrrh, Coptic rose resin, guggul gum, dragon’s blood resin, Palo Santo, bdellium, dammar gum, and attar of onycha.",Friday the 13th,2016 May,Wishlist,0
Black Phoenix,2003: Cotton Phoenix,"Cotton Phoenix has a base of our foundation scent, Snake Oil, with a sliver of Snow White, almond milk, and a pillowy poof of marshmallow layered over a sheer cotton blossom musk.",Anniversary,2017,Wishlist,0
Black Phoenix,2004: Paper Phoenix,"A memory of Antique Lace, Formula 54s pink pepper, and a splash of Dorian's white tea and lavender fougere.",Anniversary,2017,Wishlist,0
Black Phoenix,2014: Silk Phoenix,"Chic vampires, Old West death parables, Moroccan spices, and futuristic assassins: gleaming black leather and dusty brown leather, chthonic smoke, and cold, gleaming metal meandering through a labyrinthine souk.",Anniversary,2017,Wishlist,0
Black Phoenix,Adante con Fantasia,A honeyed lilac fougere with a drop of lime,Lupercalia,Fleurette's Purple Snails 2016,Wishlist,0
Black Phoenix,Aelian's Phoenix,"Golden amber and patchouli with fiery peppercorn, cocoa, white cedar, neroli, vanilla pod, and frankincense",Anniversary,2015,Wishlist,0
Black Phoenix,Ahathoor,"Sugarly lemon, spice, vanilla.",Excolo,na,Wishlist,0
Black Phoenix,Alecto,"Olive leaf, raspberry leaf, vetiver and cedarwood.",Excolo,na,Wishlist,0
Black Phoenix,All That I Possess,"Amber, clove and leather takes shape through the scent of raw determination; a fortitude born of having nothing left to lose. In the background, guiac wood, white sandalwood, and myrrh forms the dust of long-forgotten aspirations and hope on the verge of being forever relinquished.",Crimson Peak,na,Wishlist,0
Black Phoenix,Allegory,Juniper and white cedarwood entwined with orange and raw civet,Bewitching Brews,na,Wishlist,0
Black Phoenix,Anesthesia,"peppermint, lavender, bergamot, and mandrake.",Neil Gaiman,Neverwhere,Wishlist,0
Black Phoenix,Anne Bonny,"A blend of Indonesian red patchouli, red sandalwood, and frankincense.",Bewitching Brews,na,Wishlist,0
Black Phoenix,Antony,"A warrior's scent: the green hills and grasses of the battlefields, the resinous incense from the prayers to his Gods, and a touch of the musky leather of his armor. Ambergris and frankincense with sage, and basil",Illyria,na,Wishlist,0
Black Phoenix,Anubis,"His scent is a blend of holy myrrh, storax, balsam, and embalming herbs.",Excolo,na,Wishlist,0
Black Phoenix,Aperotos Eros,"Unloving love: benzoin, Indian musk, massoia bark, myrrh, ambrette seed, galbanum, bergamot, and fir.",Ars Amatoria,na,Wishlist,0
Black Phoenix,The Apothecary,"Tea leaf with three mosses, green grass, a medley of herbal notes, and a drop of ginger and fig",Illyria,na,Wishlist,0
Black Phoenix,Arcana,"Frankincense, rosemary, lavender, neroli, and verbena",Bewitching Brews,na,Wishlist,0
Black Phoenix,The Avenue,"Dark chocolate and clove bud with smoked amber, bourbon vanilla tar, and black and pink peppers.",Lupercalia,Fleurette's Purple Snails 2016,Wishlist,0
Black Phoenix,Beanman and Beanwoman Climb Genital Mountains,"Hazelnut smoke and leather with dark musk, white cognac, caramelized vetiver, and a drop of honeyed whiskey.",Lupercalia,Shungas 2016,Wishlist,0
Black Phoenix,Bien Loin D'Ici,"red musk, benzoin, caramel accord, golden honey, and spiced Moroccan unguents.",Ars Amatoria,na,Wishlist,0
Black Phoenix,Black Opal,Soft and luminescent with flashes of black fire,Bewitching Brews,na,Wishlist,0
Black Phoenix,Bliss,pure milk chocolate,Bewitching Brews,na,Wishlist,0
Black Phoenix,Blóðughadda,"Crushed Baltic amber, golden fig, oud wood, red patchouli, white clove, and saffron.",Carnaval Diabolique,Act 4: The Interlude: The Grindhouse,Wishlist,0
Black Phoenix,The Book,"Brown leather, tonka, vanilla bourbon tar, and a thin whiff of rose.",Lupercalia,Fleurette's Purple Snails 2016,Wishlist,0
Black Phoenix,Boomslang,"Snake Oil with cocoa, teakwood, and rice milk.",Carnaval Diabolique,Act 3: Fiat Nox: The Snakepit,Wishlist,0
Black Phoenix,A Bright Flame Between Two Jacinths,"A glittering golden amber chypre whose facets reflect bright flickers of cardamom, galbanum, guaiac, neroli, and sharp cedar.",Anniversary,2014,Wishlist,0
Black Phoenix,Bright Red Dildo,Red leather and honey.,Lupercalia,Greeks & Romans 2016,Wishlist,0
Black Phoenix,The Candy Butcher,Bittersweet chocolate with a heavy cream undertone.,Carnaval Diabolique,Act 1: The Prologue,Wishlist,0
Black Phoenix,Clement I’s Phoenix,A sepulchre of frankincense and caramelized myrrh.,Anniversary,2015,Wishlist,0
Black Phoenix,Cockaigne (The Phantom Islands),"milk and honey, sweet cakes and wine.",Wanderlust,The Phantom Islands,Wishlist,0
Black Phoenix,Crowley,"Infernal musk, red patchouli, lilac cologne, mahogany, lemon rind, oakmoss, leather, and vanilla husk. ",Neil Gaiman,Good Omens,Wishlist,0
Black Phoenix,Danse Macabre,"Black cypress with oakmoss, frankincense, oude, and a sliver of toasted hazelnut.",Ars Moriendi,na,Wishlist,0
Black Phoenix,Dark Rosaleen,"Impassioned patriotism cloaked in the guise of a love song: golden frankincense gilding pine pitch, sun-touched amber, and oakmoss resinoid.",Bards of Ireland,na,Wishlist,0
Black Phoenix,Dawn: Cernunnos,"Terebinth pine, basil, green sandalwood, fig leaf, armoise, lemon balm, cypress, myrrh, black cedar, and juniper.",Dawn,na,Wishlist,0
Black Phoenix,"Dead Leaves, Bourbon Vanilla, and Myrrh","Dead Leaves, Bourbon Vanilla, and Myrrh",Halloween,Pile of Leaves 2015,Wishlist,0
Black Phoenix,Depart Pour Le Sabbat (Aufbruch Zum Hexensabbat),"Bourbon vanilla, sweet red patchouli, oudh, goat’s milk accord, and white honey.",Pickman Gallery,Hecate's Inheritance 2015,Wishlist,0
Black Phoenix,Djinn,"The scent of black smoke, of crackling flames, and smoldering ashes.",Diabolus,na,Wishlist,0
Black Phoenix,Doc Constantine,"Sheer musk, cedar smoke, fir needle, chaparral, black amber and leather.",Carnaval Diabolique,Act 2: Fiat Nox,Wishlist,0
Black Phoenix,The Dreadful Silence of That Old House,Polished mahogany blanketed by myrrh.,Halloween,Tell-Tale Heart 2017,Wishlist,0
Black Phoenix,Eau De Ghoul,"Dessicated skin coated in blackened ginger, cinnamon, and mold-flecked dirt, with cumin, bitter clove, leather, and dried blood.",Neil Gaiman,The Graveyard Book,Wishlist,0
Black Phoenix,Eden,"fig leaf, fig fruit, honeyed almond milk, toasted coconut and sandalwood.",Wanderlust,na,Wishlist,0
Black Phoenix,Eidolon,"Himalayan cedarwood, Italian bergamot, verbena and sage. ",Bewitching Brews,na,Wishlist,0
Black Phoenix,Entertaining the Heian Court Maiden,Honey oudh and bourbon vanilla.,Lupercalia,Shungas 2017,Wishlist,0
Black Phoenix,Étude de Déshabillé,"Black amber, 7-year aged patchouli, cashmeran, and tobacco leaf.",Lupercalia,The Devil's Lovers 2017,Wishlist,0
Black Phoenix,Fighter,"Leather, musk, blood, and steel.",RPG Series,Classes,Wishlist,0
Black Phoenix,Fortuna Dubia,A hymn to avert misfortune and danger: honey infused with protective herbs and hope preserved in pale amber.,Hymn to Fortuna,2018,Wishlist,0
